Name,Location,Year,Kilometers_Driven,Fuel_Type,Transmission,Owner_Type,Mileage,Engine,Power,Colour,Seats,No. of Doors,New_Price,Price
Volkswagen Passat,Chennai,2010.0,52000.0,Diesel,Automatic,First,18.33 kmpl,1968 CC,167.7 bhp,White,5.0,4.0,,9.0
Maruti Swift,Jaipur,2010.0,152000.0,Diesel,Manual,First,17.8 kmpl,1248 CC,75 bhp,Black/Silver,5.0,4.0,,2.9
Hyundai Grand,Coimbatore,2015.0,36840.0,Petrol,Manual,First,18.9 kmpl,1197 CC,82 bhp,Black/Silver,5.0,4.0,,5.64
Toyota Innova,Kochi,2017.0,29219.0,Diesel,Manual,First,12.99 kmpl,2494 CC,100.6 bhp,Others,8.0,5.0,,13.48
Mercedes-Benz E-Class,Kochi,2018.0,21603.0,Diesel,Automatic,First,13.0 kmpl,2987 CC,265 bhp,Black/Silver,5.0,4.0,,70.15
Mahindra Jeep,Hyderabad,2009.0,26000.0,Diesel,Manual,First,0.0 kmpl,2498 CC,null bhp,White,6.0,5.0,,6.99
Maruti Swift,Kolkata,2015.0,27000.0,Petrol,Manual,First,17.5 kmpl,1298 CC,85.8 bhp,Others,5.0,4.0,,4.45
Mercedes-Benz New,Mumbai,2013.0,25000.0,Petrol,Automatic,First,14.74 kmpl,1991 CC,181.04 bhp,Black/Silver,5.0,4.0,,14.85
BMW X5,Coimbatore,2010.0,101119.0,Diesel,Automatic,First,11.0 kmpl,2993 CC,235 bhp,Others,5.0,4.0,,18.46
Tata Zest,Kolkata,2017.0,65000.0,Petrol,Manual,First,17.57 kmpl,1193 CC,88.7 bhp,Others,5.0,4.0,6.59 Lakh,4.8
Skoda Superb,Pune,2010.0,71473.0,Petrol,Automatic,Second,13.7 kmpl,1798 CC,157.75 bhp,White,5.0,4.0,,5.35
Nissan Terrano,Jaipur,2014.0,60000.0,Diesel,Manual,First,20.45 kmpl,1461 CC,83.8 bhp,Black/Silver,5.0,4.0,,6.0
Maruti Zen,Ahmedabad,2011.0,76000.0,CNG,Manual,First,26.3 km/kg,998 CC,67.1 bhp,Others,5.0,4.0,,2.0
Ford Fiesta,Hyderabad,2010.0,84000.0,Diesel,Manual,Second,17.8 kmpl,1399 CC,68 bhp,Others,5.0,4.0,,2.41
Maruti A-Star,Hyderabad,2011.0,53766.0,Petrol,Manual,First,19.0 kmpl,998 CC,66.1 bhp,White,5.0,4.0,,2.7
Honda Amaze,Kolkata,2013.0,38755.0,Diesel,Manual,First,25.8 kmpl,1498 CC,98.6 bhp,White,5.0,4.0,,3.2
Toyota Innova,Mumbai,2016.0,36000.0,Diesel,,First,11.36 kmpl,2755 CC,171.5 bhp,White,8.0,5.0,21 Lakh,17.5
Hyundai i20,Coimbatore,2019.0,32251.0,Diesel,Manual,First,22.54 kmpl,1396 CC,88.73 bhp,White,5.0,4.0,,8.61
Maruti S-Cross,Kolkata,2016.0,45296.0,Diesel,Manual,First,25.1 kmpl,1248 CC,88.5 bhp,Black/Silver,5.0,4.0,12.53 Lakh,6.99
Honda Jazz,Kochi,2016.0,25238.0,Petrol,Manual,First,18.7 kmpl,1199 CC,88.7 bhp,Others,5.0,4.0,,6.2
Mercedes-Benz New,Chennai,2013.0,62000.0,Diesel,Automatic,Second,14.84 kmpl,2143 CC,170 bhp,Others,5.0,4.0,,12.5
Maruti Wagon,Delhi,2014.0,62549.0,CNG,Manual,First,26.6 km/kg,998 CC,58.16 bhp,Black/Silver,5.0,4.0,,2.95
BMW 5,Bangalore,2016.0,16000.0,Diesel,Automatic,First,14.69 kmpl,2993 CC,258 bhp,Others,5.0,4.0,,48.0
Audi Q7,Coimbatore,2015.0,56238.0,Diesel,Automatic,First,11.33 kmpl,4134 CC,335.2 bhp,Others,7.0,5.0,,51.69
Hyundai i20,Kolkata,2010.0,38000.0,Petrol,Manual,First,18.5 kmpl,1197 CC,80 bhp,White,5.0,4.0,,2.23
Hyundai i20,Pune,2009.0,66000.0,Petrol,Manual,Second,17.0 kmpl,1197 CC,80 bhp,White,5.0,4.0,,2.7
Toyota Innova,Hyderabad,2015.0,147848.0,Diesel,Manual,First,12.8 kmpl,2494 CC,102 bhp,Black/Silver,8.0,5.0,,13.2
Jaguar XJ,Hyderabad,2012.0,50000.0,Diesel,Automatic,First,12.9 kmpl,2993 CC,271.23 bhp,White,4.0,4.0,,45.0
Mahindra Scorpio,Kolkata,2014.0,45128.0,Diesel,Manual,First,12.05 kmpl,2179 CC,120 bhp,Black/Silver,8.0,5.0,,6.75
Honda City,Delhi,2014.0,55818.0,Petrol,Manual,Second,17.4 kmpl,1497 CC,117.3 bhp,Black/Silver,5.0,4.0,11.85 Lakh,5.7
Honda City,Chennai,2014.0,55000.0,Petrol,Manual,First,16.8 kmpl,1497 CC,116.3 bhp,Others,5.0,4.0,,7.1
Mercedes-Benz M-Class,Ahmedabad,2012.0,66000.0,Diesel,Automatic,First,0.0 kmpl,2987 CC,165 bhp,White,5.0,4.0,,23.0
Honda City,Kolkata,2015.0,39000.0,Diesel,Manual,First,25.6 kmpl,1498 CC,98.6 bhp,Black/Silver,5.0,4.0,12.23 Lakh,5.49
Renault KWID,Jaipur,2017.0,31056.0,Petrol,Manual,First,23.01 kmpl,999 CC,67 bhp,Others,5.0,4.0,,3.6
Honda Mobilio,Mumbai,2014.0,57000.0,Diesel,Manual,First,24.2 kmpl,1498 CC,98.6 bhp,White,7.0,5.0,,5.75
Mercedes-Benz SLK-Class,Bangalore,2014.0,3000.0,Petrol,Automatic,Second,12.0 kmpl,5461 CC,421 bhp,White,2.0,2.0,,90.0
Renault Duster,Jaipur,2015.0,91000.0,Diesel,Manual,First,19.87 kmpl,1461 CC,83.8 bhp,Black/Silver,5.0,4.0,,5.75
Hyundai Creta,Jaipur,2015.0,78046.0,Diesel,Manual,First,19.67 kmpl,1582 CC,126.2 bhp,White,5.0,4.0,,10.9
Mahindra XUV500,Ahmedabad,2014.0,31000.0,Diesel,Manual,First,15.1 kmpl,2179 CC,140 bhp,Black/Silver,7.0,5.0,,9.5
Hyundai Verna,Delhi,2015.0,62542.0,Diesel,Manual,Second,23.9 kmpl,1582 CC,126.2 bhp,Black/Silver,5.0,4.0,,6.5
Tata Indica,Mumbai,2014.0,75000.0,Diesel,Manual,First,19.1 kmpl,1405 CC,70 bhp,Black/Silver,5.0,4.0,,3.3
Toyota Fortuner,Delhi,2011.0,86000.0,Diesel,Manual,First,11.5 kmpl,2982 CC,171 bhp,Black/Silver,7.0,5.0,,11.5
Hyundai Verna,Mumbai,2013.0,44000.0,Petrol,Automatic,First,17.1 kmpl,1591 CC,121.4 bhp,White,5.0,4.0,,5.6
Toyota Corolla,Delhi,2014.0,60750.0,Petrol,Manual,First,14.28 kmpl,1798 CC,138.03 bhp,Others,5.0,4.0,,10.5
Hyundai Santa,Delhi,2012.0,86000.0,Diesel,Automatic,Second,13.01 kmpl,2199 CC,194.3 bhp,White,7.0,5.0,,9.5
Mercedes-Benz CLA,Kochi,2016.0,32345.0,Diesel,Automatic,First,17.9 kmpl,2143 CC,136 bhp,White,5.0,4.0,,24.51
Hyundai EON,Jaipur,2016.0,70000.0,Petrol,Manual,First,21.1 kmpl,814 CC,55.2 bhp,White,5.0,4.0,,3.0
Volkswagen Polo,Kolkata,2013.0,30000.0,Petrol,Manual,First,16.47 kmpl,1198 CC,73.9 bhp,Others,5.0,4.0,,2.8
Ford Figo,Coimbatore,2012.0,75464.0,Petrol,Manual,First,15.6 kmpl,1196 CC,70 bhp,Others,5.0,4.0,,3.62
Mahindra Xylo,Chennai,2013.0,234000.0,Diesel,Manual,Second,14.0 kmpl,2489 CC,95 bhp,Others,8.0,5.0,,3.5
Maruti Swift,Mumbai,2016.0,29401.0,Petrol,Manual,First,20.4 kmpl,1197 CC,81.80 bhp,White,5.0,4.0,,4.31
Ford Endeavour,Hyderabad,2012.0,91000.0,Diesel,Automatic,First,11.4 kmpl,2953 CC,153.86 bhp,Black/Silver,7.0,5.0,,9.2
Volkswagen Polo,Kolkata,2011.0,46000.0,Petrol,Manual,First,15.26 kmpl,1598 CC,103.5 bhp,White,5.0,4.0,,2.35
Hyundai Verna,Kolkata,2014.0,48000.0,Diesel,Automatic,First,22.32 kmpl,1582 CC,126.32 bhp,White,5.0,4.0,,5.1
Audi Q5,Bangalore,2011.0,53000.0,Diesel,Automatic,First,12.8 kmpl,1968 CC,167.6 bhp,White,5.0,4.0,,23.0
Honda CR-V,Mumbai,2008.0,75000.0,Petrol,Manual,Second,11.1 kmpl,2354 CC,158.8 bhp,Others,5.0,4.0,,3.9
Honda Amaze,Hyderabad,2017.0,128000.0,Diesel,Manual,First,25.8 kmpl,1498 CC,98.6 bhp,White,5.0,4.0,,6.3
Mercedes-Benz GLC,Coimbatore,2018.0,22397.0,Petrol,Automatic,First,11.5 kmpl,2996 CC,367 bhp,Others,5.0,4.0,95.38 Lakh,70.99
BMW X5,Chennai,2009.0,150000.0,Diesel,Automatic,First,11.0 kmpl,2993 CC,235 bhp,Black/Silver,5.0,4.0,,18.75
Mercedes-Benz New,Hyderabad,2010.0,107000.0,Diesel,Automatic,First,14.84 kmpl,2143 CC,170 bhp,White,5.0,4.0,,11.99
Maruti Alto,Kochi,2014.0,36967.0,Petrol,Manual,First,20.92 kmpl,998 CC,67.1 bhp,Others,5.0,4.0,,3.64
Hyundai Verna,Mumbai,2014.0,9000.0,Petrol,Manual,Second,17.01 kmpl,1591 CC,121.3 bhp,Black/Silver,5.0,4.0,,5.5
Tata Tiago,Coimbatore,2018.0,9565.0,Petrol,Manual,First,23.84 kmpl,1199 CC,84 bhp,White,5.0,4.0,6.59 Lakh,5.88
Ford Fiesta,Chennai,2006.0,89326.0,Diesel,Manual,Third,17.8 kmpl,1399 CC,68 bhp,Others,5.0,4.0,,1.55
Renault KWID,Hyderabad,2016.0,25000.0,Petrol,Manual,First,25.17 kmpl,799 CC,53.3 bhp,White,5.0,4.0,,3.8
Mahindra Thar,Jaipur,2012.0,75800.0,Diesel,Manual,Second,16.55 kmpl,2498 CC,105 bhp,White,6.0,5.0,,5.5
Hyundai i20,Kochi,2018.0,40175.0,Diesel,Manual,Second,22.54 kmpl,1396 CC,88.73 bhp,White,5.0,4.0,,6.36
Skoda Fabia,Pune,2012.0,41629.0,Petrol,Manual,Second,14.83 kmpl,1598 CC,105 bhp,Black/Silver,5.0,4.0,,2.25
Tata Manza,Pune,2010.0,75695.0,Petrol,Manual,First,13.7 kmpl,1368 CC,88.8 bhp,Others,5.0,4.0,,1.85
Ford Ecosport,Coimbatore,2014.0,62497.0,Petrol,Manual,First,15.8 kmpl,1499 CC,110 bhp,Black/Silver,5.0,4.0,,7.52
Maruti Swift,Mumbai,2012.0,88000.0,Petrol,Manual,First,19.1 kmpl,1197 CC,85.8 bhp,Others,5.0,4.0,,3.85
Maruti Ciaz,Delhi,2017.0,17000.0,Petrol,Manual,First,20.73 kmpl,1373 CC,91.1 bhp,Black/Silver,5.0,4.0,,7.65
Honda City,Mumbai,2005.0,81000.0,Petrol,Manual,Second,12.8 kmpl,1493 CC,100 bhp,White,5.0,4.0,,1.1
Toyota Fortuner,Pune,2017.0,29000.0,Diesel,Automatic,First,12.9 kmpl,2755 CC,174.5 bhp,Others,7.0,5.0,38.11 Lakh,31.0
Ford Aspire,Kolkata,2017.0,60048.0,Diesel,Manual,First,26.1 kmpl,1498 CC,99 bhp,Others,5.0,4.0,8.91 Lakh,6.0
Volkswagen Polo,Mumbai,2015.0,22000.0,Petrol,Manual,First,16.47 kmpl,1198 CC,74 bhp,Black/Silver,5.0,4.0,,4.75
Tata Manza,Hyderabad,2011.0,70259.0,Diesel,Manual,First,21.12 kmpl,1248 CC,88.8 bhp,White,5.0,4.0,,2.95
BMW 3,Bangalore,2017.0,21000.0,Diesel,Automatic,First,21.76 kmpl,1995 CC,190 bhp,White,5.0,4.0,62.07 Lakh,35.0
Honda City,Pune,2014.0,82329.0,Petrol,Automatic,First,18.0 kmpl,1497 CC,117.3 bhp,Black/Silver,5.0,4.0,,7.5
Audi Q5,Mumbai,2015.0,52000.0,Diesel,Automatic,First,14.16 kmpl,1968 CC,174.3 bhp,White,5.0,4.0,,25.49
Toyota Innova,Hyderabad,2014.0,92247.0,Diesel,Manual,First,12.99 kmpl,2494 CC,100.6 bhp,Others,7.0,4.0,,12.5
Mahindra XUV500,Bangalore,2013.0,71231.0,Diesel,Manual,Second,16.0 kmpl,2179 CC,140 bhp,White,7.0,5.0,,9.75
Toyota Innova,Hyderabad,2017.0,67000.0,Diesel,Manual,First,13.68 kmpl,2393 CC,147.8 bhp,White,7.0,4.0,22.87 Lakh,16.5
Maruti Ritz,Delhi,2010.0,75319.0,Petrol,Manual,Second,21.1 kmpl,1197 CC,85.80 bhp,White,5.0,4.0,,2.0
Audi Q3,Delhi,2015.0,64103.0,Diesel,Automatic,First,15.73 kmpl,1968 CC,174.33 bhp,White,5.0,4.0,,19.9
Volkswagen Jetta,Chennai,2009.0,60000.0,Diesel,Manual,First,15.0 kmpl,1896 CC,105 bhp,Black/Silver,5.0,4.0,,4.0
Renault Duster,Kochi,2013.0,74755.0,Diesel,Manual,First,19.6 kmpl,1461 CC,108.45 bhp,Black/Silver,5.0,4.0,,5.63
Volkswagen Polo,Kolkata,2010.0,55000.0,Petrol,Manual,First,16.47 kmpl,1198 CC,73.9 bhp,Black/Silver,5.0,4.0,,2.25
Hyundai Grand,Kochi,2015.0,81828.0,Diesel,Manual,First,24.0 kmpl,1186 CC,73.97 bhp,Black/Silver,5.0,4.0,8.68 Lakh,5.43
Toyota Etios,Delhi,2014.0,63000.0,Diesel,Manual,First,23.59 kmpl,1364 CC,67.04 bhp,Others,5.0,4.0,,4.35
Mahindra XUV500,Pune,2012.0,95000.0,Diesel,Manual,First,15.1 kmpl,2179 CC,140 bhp,Others,7.0,5.0,,7.21
Mercedes-Benz New,Pune,2013.0,79000.0,Diesel,Manual,Second,15.8 kmpl,2148 CC,170 bhp,Others,5.0,4.0,,15.5
Fiat Avventura,Hyderabad,2015.0,57266.0,Diesel,Manual,First,20.5 kmpl,1248 CC,91.72 bhp,Black/Silver,5.0,4.0,,6.5
BMW 5,Pune,2010.0,170000.0,Diesel,Automatic,Third,18.48 kmpl,1995 CC,177 bhp,Black/Silver,5.0,4.0,,12.0
Mercedes-Benz GLE,Hyderabad,2016.0,50000.0,Diesel,Automatic,First,17.9 kmpl,2143 CC,201.15 bhp,Others,5.0,4.0,79.43 Lakh,49.0
Hyundai Santro,Kolkata,2009.0,60170.0,Petrol,Manual,First,0.0 kmpl,1086 CC,62 bhp,White,5.0,4.0,,1.15
Nissan Micra,Kolkata,2012.0,32048.0,Diesel,Manual,First,23.08 kmpl,1461 CC,63.1 bhp,Others,5.0,4.0,,2.4
Audi A4,Hyderabad,2015.0,60000.0,Diesel,Automatic,First,17.11 kmpl,1968 CC,174.33 bhp,White,5.0,4.0,,25.0
Maruti Swift,Chennai,2012.0,49000.0,Petrol,Manual,First,17.5 kmpl,1298 CC,85.8 bhp,Black/Silver,5.0,4.0,,4.9
Honda Amaze,Delhi,2015.0,58000.0,Diesel,Manual,First,25.8 kmpl,1498 CC,98.6 bhp,Black/Silver,5.0,4.0,,4.45
Mahindra Scorpio,Delhi,2010.0,72000.0,Diesel,Manual,First,12.05 kmpl,2179 CC,120 bhp,Black/Silver,8.0,5.0,,4.4
Volkswagen Vento,Ahmedabad,2014.0,54000.0,Diesel,Manual,First,20.34 kmpl,1498 CC,103.2 bhp,White,5.0,4.0,,4.9
Nissan Terrano,Kochi,2015.0,58817.0,Diesel,Manual,First,19.87 kmpl,1461 CC,83.14 bhp,Others,5.0,4.0,15.06 Lakh,6.25
Honda Brio,Kolkata,2014.0,35000.0,Petrol,Manual,First,19.4 kmpl,1198 CC,86.8 bhp,White,5.0,4.0,,2.85
Ford Ikon,Hyderabad,2007.0,92000.0,Petrol,Manual,First,13.8 kmpl,1299 CC,70 bhp,Others,5.0,4.0,,1.25
Hyundai i20,Bangalore,2012.0,68000.0,Diesel,Manual,First,21.9 kmpl,1396 CC,88.76 bhp,White,5.0,4.0,,4.4
Hyundai i20,Hyderabad,2011.0,113562.0,Diesel,Manual,First,23.0 kmpl,1396 CC,90 bhp,White,5.0,4.0,,4.6
Hyundai i20,Pune,2012.0,49700.0,Diesel,Manual,Second,21.9 kmpl,1396 CC,88.76 bhp,White,5.0,4.0,,4.18
BMW X5,Chennai,2017.0,15000.0,Diesel,Automatic,First,15.97 kmpl,2993 CC,258 bhp,Black/Silver,5.0,4.0,,70.0
Chevrolet Beat,Mumbai,2014.0,54890.0,Petrol,Manual,Second,17.8 kmpl,1199 CC,76.8 bhp,White,5.0,4.0,,2.45
Maruti Baleno,Kochi,2017.0,25040.0,Petrol,Manual,First,21.4 kmpl,1197 CC,83.1 bhp,Others,5.0,4.0,,7.74
BMW X5,Coimbatore,2016.0,17738.0,Diesel,Automatic,First,15.3 kmpl,2993 CC,258 bhp,White,5.0,4.0,,54.45
Maruti Swift,Jaipur,2012.0,160000.0,Diesel,Manual,Second,22.9 kmpl,1248 CC,74 bhp,Black/Silver,5.0,4.0,,3.9
BMW 3,Kochi,2018.0,21936.0,Diesel,Automatic,First,21.76 kmpl,1995 CC,190 bhp,White,5.0,4.0,58.67 Lakh,37.92
Porsche Cayenne,Mumbai,2010.0,35000.0,Petrol,Automatic,Second,11.9 kmpl,4806 CC,550 bhp,Black/Silver,5.0,4.0,,32.0
Hyundai Grand,Hyderabad,2016.0,21000.0,Petrol,Automatic,First,18.9 kmpl,1197 CC,82 bhp,White,5.0,4.0,,6.2
Maruti Swift,Mumbai,2011.0,58075.0,Petrol,Manual,First,17.5 kmpl,1298 CC,85.8 bhp,Black/Silver,5.0,4.0,,2.95
Volkswagen Polo,Kolkata,2014.0,30000.0,Diesel,Manual,First,22.07 kmpl,1199 CC,73.9 bhp,Others,5.0,4.0,,3.25
Ford Figo,Mumbai,2012.0,23152.0,Petrol,Manual,First,15.6 kmpl,1196 CC,70.02 bhp,Others,5.0,4.0,,2.39
Maruti Swift,Pune,2009.0,90456.0,Petrol,Manual,Second,16.1 kmpl,1298 CC,88.2 bhp,Black/Silver,5.0,4.0,,3.0
Land Rover Freelander,Kochi,2014.0,61730.0,Diesel,Automatic,First,12.39 kmpl,2179 CC,147.51 bhp,Black/Silver,5.0,4.0,,19.94
Toyota Innova,Mumbai,2014.0,87143.0,Diesel,Manual,First,12.99 kmpl,2494 CC,100 bhp,White,8.0,5.0,,12.5
Hyundai Grand,Kolkata,2014.0,25135.0,Diesel,Manual,First,24.0 kmpl,1120 CC,70 bhp,Black/Silver,5.0,4.0,,3.75
Hyundai Grand,Coimbatore,2017.0,62788.0,Petrol,Manual,First,18.9 kmpl,1197 CC,81.86 bhp,Black/Silver,5.0,4.0,8.1 Lakh,6.08
Ford Figo,Hyderabad,2015.0,36000.0,Diesel,Manual,First,20.0 kmpl,1399 CC,68.05 bhp,Black/Silver,5.0,4.0,,4.95
Maruti Swift,Hyderabad,2015.0,76496.0,Diesel,Manual,First,25.2 kmpl,1248 CC,74 bhp,White,5.0,4.0,,6.15
Maruti Alto,Mumbai,2017.0,12000.0,Petrol,Manual,First,24.07 kmpl,998 CC,67.1 bhp,Black/Silver,5.0,4.0,4.82 Lakh,3.25
Mercedes-Benz E-Class,Mumbai,2004.0,85000.0,Petrol,Automatic,Second,10.5 kmpl,1796 CC,157.7 bhp,White,5.0,4.0,,5.5
Volkswagen Polo,Bangalore,2012.0,75000.0,Petrol,Manual,Second,16.47 kmpl,1198 CC,73.9 bhp,Black/Silver,5.0,4.0,,3.95
Honda Amaze,Kolkata,2013.0,46500.0,Diesel,Manual,First,27.4 kmpl,1498 CC,98.6 bhp,Black/Silver,5.0,4.0,8.54 Lakh,3.3
Maruti Swift,Pune,2013.0,37000.0,Diesel,Manual,First,17.8 kmpl,1248 CC,null bhp,White,5.0,4.0,,4.85
Maruti Wagon,Pune,2013.0,79494.0,CNG,Manual,First,33.54 km/kg,998 CC,67.04 bhp,Black/Silver,5.0,4.0,5.54 Lakh,2.96
Toyota Fortuner,Coimbatore,2015.0,101337.0,Diesel,Automatic,First,12.55 kmpl,2982 CC,168.5 bhp,White,7.0,5.0,,21.67
Maruti Omni,Kolkata,2015.0,23000.0,Petrol,Manual,First,16.8 kmpl,796 CC,34.2 bhp,Others,5.0,4.0,,1.5
Maruti Alto,Hyderabad,2010.0,94753.0,Petrol,Manual,First,19.7 kmpl,796 CC,46.3 bhp,Others,5.0,4.0,,1.95
Hyundai Grand,Bangalore,2016.0,50000.0,Diesel,Manual,First,24.0 kmpl,1120 CC,70 bhp,Others,5.0,4.0,,5.5
Maruti SX4,Mumbai,2014.0,53000.0,CNG,Manual,First,22.1 km/kg,1586 CC,85.7 bhp,Others,5.0,4.0,,3.26
Hyundai Grand,Coimbatore,2017.0,23540.0,Petrol,Manual,First,18.9 kmpl,1197 CC,82 bhp,Black/Silver,5.0,4.0,,6.02
Maruti Alto,Hyderabad,2009.0,35000.0,Petrol,Manual,First,19.7 kmpl,796 CC,46.3 bhp,Black/Silver,5.0,4.0,,1.7
Maruti A-Star,Kolkata,2010.0,60000.0,Petrol,Manual,First,19.0 kmpl,998 CC,66.1 bhp,Black/Silver,5.0,4.0,,1.35
Audi A4,Delhi,2013.0,67000.0,Diesel,Automatic,First,16.55 kmpl,1968 CC,147.51 bhp,White,5.0,4.0,,14.5
Hyundai Verna,Chennai,2013.0,79000.0,Diesel,Manual,First,23.5 kmpl,1396 CC,88.7 bhp,Others,5.0,4.0,,6.5
Hyundai i10,Mumbai,2011.0,41000.0,Petrol,Manual,First,20.36 kmpl,1197 CC,78.9 bhp,White,5.0,4.0,,2.65
Mercedes-Benz New,Mumbai,2017.0,14470.0,Diesel,Automatic,First,19.71 kmpl,2143 CC,201.15 bhp,Others,5.0,4.0,,38.5
Ford Figo,Chennai,2011.0,76000.0,Diesel,Manual,First,20.0 kmpl,1399 CC,68 bhp,Black/Silver,5.0,4.0,,2.4
Volkswagen CrossPolo,Hyderabad,2014.0,75160.0,Diesel,Manual,First,20.14 kmpl,1498 CC,88.5 bhp,Others,5.0,4.0,,5.7
Toyota Corolla,Jaipur,2004.0,160000.0,Petrol,Automatic,Second,11.3 kmpl,1794 CC,125 bhp,Others,5.0,4.0,,1.5
Mercedes-Benz E-Class,Kochi,2018.0,20446.0,Petrol,Automatic,First,12.6 kmpl,1950 CC,191.34 bhp,Black/Silver,5.0,4.0,86.97 Lakh,51.35
Hyundai Verna,Hyderabad,2008.0,109606.0,Diesel,Manual,First,22.0 kmpl,1582 CC,126.2 bhp,Black/Silver,5.0,4.0,15.59 Lakh,2.9
BMW 3,Pune,2009.0,40000.0,Petrol,Automatic,Second,12.05 kmpl,1995 CC,154 bhp,Black/Silver,5.0,4.0,,9.5
Maruti A-Star,Delhi,2010.0,70000.0,Petrol,Manual,First,19.0 kmpl,998 CC,66.1 bhp,Black/Silver,5.0,4.0,,2.0
Hyundai i20,Kochi,2011.0,62020.0,Petrol,Manual,First,17.0 kmpl,1197 CC,80 bhp,Black/Silver,5.0,4.0,,3.45
Ford Ecosport,Hyderabad,2013.0,100000.0,Petrol,Manual,Second,15.8 kmpl,1499 CC,110 bhp,Black/Silver,5.0,4.0,,6.5
Mercedes-Benz E-Class,Bangalore,2013.0,29000.0,Diesel,Automatic,First,14.21 kmpl,2143 CC,203 bhp,Others,5.0,4.0,,29.0
Volkswagen Polo,Delhi,2015.0,58000.0,Petrol,Manual,First,16.47 kmpl,1198 CC,73.9 bhp,White,5.0,4.0,,3.95
Skoda Octavia,Pune,2008.0,88123.0,Diesel,Manual,First,18.7 kmpl,1896 CC,66 bhp,Others,5.0,4.0,,2.2
Maruti Swift,Chennai,2010.0,84072.0,Diesel,Manual,First,17.8 kmpl,1248 CC,75 bhp,White,5.0,4.0,,3.45
Nissan Terrano,Mumbai,2015.0,54000.0,Diesel,Manual,Second,19.01 kmpl,1461 CC,108.5 bhp,White,5.0,4.0,,6.0
Chevrolet Beat,Delhi,2010.0,54000.0,Petrol,Manual,Second,17.8 kmpl,1199 CC,76.8 bhp,White,5.0,4.0,,1.95
Maruti Ritz,Mumbai,2011.0,75308.0,Diesel,Manual,Second,21.1 kmpl,1248 CC,73.9 bhp,Others,5.0,4.0,,2.8
Maruti Alto,Hyderabad,2008.0,66000.0,Petrol,Manual,First,19.7 kmpl,796 CC,46.3 bhp,Others,5.0,4.0,,1.7
Mercedes-Benz E-Class,Mumbai,2013.0,45200.0,Diesel,Automatic,First,10.0 kmpl,2148 CC,170 bhp,Others,5.0,4.0,,23.0
Hyundai Xcent,Chennai,2014.0,51000.0,Petrol,Manual,First,19.1 kmpl,1197 CC,82 bhp,White,5.0,4.0,,3.85
Maruti Alto,Chennai,2008.0,65000.0,Petrol,Manual,First,19.7 kmpl,796 CC,46.3 bhp,White,5.0,4.0,,1.59
Maruti Swift,Delhi,2014.0,27365.0,Diesel,,,28.4 kmpl,1248 CC,74 bhp,Black/Silver,5.0,4.0,7.88 Lakh,4.75
Skoda Rapid,Hyderabad,2016.0,41000.0,Diesel,Manual,First,21.14 kmpl,1498 CC,103.52 bhp,White,5.0,4.0,,8.5
Tata Sumo,Hyderabad,2000.0,158000.0,Diesel,Manual,Second,14.07 kmpl,2956 CC,83.1 bhp,White,7.0,5.0,,1.5
Maruti Ritz,Hyderabad,2010.0,79894.0,Diesel,Manual,First,21.1 kmpl,1248 CC,73.9 bhp,White,5.0,4.0,,3.4
Nissan Sunny,Coimbatore,2012.0,50297.0,Petrol,Manual,First,16.95 kmpl,1498 CC,97.6 bhp,Others,5.0,4.0,8.55 Lakh,4.69
Hyundai i10,Mumbai,2011.0,35000.0,Petrol,Manual,First,20.36 kmpl,1197 CC,78.9 bhp,Black/Silver,5.0,4.0,,2.75
Hyundai i20,Delhi,2013.0,71000.0,Petrol,Manual,First,17.0 kmpl,1197 CC,80 bhp,Others,5.0,4.0,,3.65
Hyundai i10,Coimbatore,2011.0,50058.0,Petrol,Automatic,First,19.2 kmpl,1197 CC,80 bhp,Others,5.0,4.0,,3.84
Mahindra XUV500,Jaipur,2017.0,22000.0,Diesel,Manual,First,16.0 kmpl,2179 CC,140 bhp,Others,7.0,5.0,,16.0
Honda City,Kolkata,2014.0,55000.0,Diesel,Manual,First,25.1 kmpl,1498 CC,98.6 bhp,Others,5.0,4.0,,5.99
Volkswagen Vento,Chennai,2012.0,55000.0,Diesel,Manual,First,20.54 kmpl,1598 CC,103.6 bhp,Others,5.0,4.0,,4.9
Honda City,Hyderabad,2016.0,53000.0,Diesel,Manual,First,26.0 kmpl,1498 CC,98.6 bhp,White,5.0,4.0,,9.75
Hyundai Grand,Kolkata,2014.0,43068.0,Diesel,Manual,First,24.0 kmpl,1120 CC,70 bhp,Black/Silver,5.0,4.0,,3.5
Honda City,Delhi,2009.0,64000.0,Petrol,Manual,First,17.0 kmpl,1497 CC,118 bhp,Others,5.0,4.0,,3.1
Volkswagen Ameo,Jaipur,2017.0,54455.0,Diesel,Automatic,First,22.0 kmpl,1498 CC,108.495 bhp,Others,5.0,4.0,,6.5
Skoda Superb,Bangalore,2009.0,75000.0,Petrol,Automatic,Second,13.7 kmpl,1798 CC,157.75 bhp,White,5.0,4.0,,4.95
Renault Fluence,Jaipur,2011.0,63000.0,Petrol,Automatic,First,13.4 kmpl,1997 CC,135.1 bhp,Others,5.0,4.0,,4.75
Nissan Micra,Coimbatore,2016.0,39882.0,Petrol,Automatic,First,19.15 kmpl,1198 CC,75.94 bhp,White,5.0,4.0,9.51 Lakh,6.55
Volkswagen Ameo,Hyderabad,2016.0,18456.0,Petrol,Manual,First,17.0 kmpl,1198 CC,73.75 bhp,Black/Silver,5.0,4.0,,5.75
